VIN,Make,Manufacturer Name,Model,Model Year,Plant City,Vehicle Type,Plant Country,Plant State,Body Class,Gross Vehicle Weight Rating From,Cab Type,Trailer Type Connection,Trailer Body Type,Drive Type,Brake System Type,Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Engine Brake (hp) From,Engine Brake (hp) To,Other Engine Info,Engine Manufacturer,Seat Belt Type,Front Air Bag Locations,NCSA Body Type,NCSA Make,NCSA Model,Bus Floor Configuration Type,Bus Type,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Braking Assist,Blind Spot Monitoring,Adaptive Cruise Control,Lane Keep Assist,Lane Departure Warning,Automatic Breaking
1GC1CVCG4BF213843,CHEVROLET,GENERAL MOTORS LLC,Silverado,2011,FLINT,TRUCK ,UNITED STATES (USA),MICHIGAN,Pickup,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4x2,Hydraulic,8,6000,366.1424646,6,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Light Pickup,Chevrolet,"C, K, R, V-series pickup/Silverado",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3FA6P0H78DR176202,FORD,"FORD MOTOR COMPANY, MEXICO",Fusion,2013,HERMOSILLO,PASSENGER CAR,MEXICO,,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,2500,152.5593602,2.5,130.4975,Gasoline,,In-Line,175,,,Ford,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Ford,Fusion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5YFBURHE2GP466627,TOYOTA,"TOYOTA MOTOR MANUFACTURING, MISSISSIPPI, INC.",Corolla,2016,,PASSENGER CAR,UNITED STATES (USA),MISSISSIPPI,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1798,109.8427394,1.8,98.4324,Gasoline,Dual Overhead Cam (DOHC),In-Line,132,148,,Toyota,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Toyota,Corolla,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5TFDY5F13JX695185,TOYOTA,"TOYOTA MOTOR MANUFACTURING, TEXAS, INC.",Tundra,2018,,TRUCK ,UNITED STATES (USA),TEXAS,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,8,5700,347.8353413,5.7,284.1117,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,381,,i-FORCE Engine / Sequential MPI    ,Toyota,Manual,1st Row (Driver and Passenger),Light Pickup,Toyota,Tundra,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
WMWXP7C53FT740429,MINI,BMW AG,Hardtop,2015,OXFORD,PASSENGER CAR,UNITED KINGDOM (UK),,Hatchback/Liftback/Notchback,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,,,4,2000,121.8,2,140.9373,Gasoline,,,189,,,,Manual,1st Row (Driver and Passenger),3-door/2-door hatchback,Other Import,Mini-Cooper,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JTDZN3EU0D3224458,TOYOTA,"TOYOTA MOTOR NORTH AMERICA, INC",Prius V,2013,TSUTSUMI,PASSENGER CAR,JAPAN,,Wagon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1800,109.8427394,1.8,,Gasoline,,In-Line,,,,,Manual,1st Row (Driver and Passenger),Station Wagon (excluding van and truck based),Toyota,Prius *,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5TDYK3DC9ES427880,TOYOTA,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Sienna,2014,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),INDIANA,Minivan,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,,6,3500,213.5831043,3.5,219.9815,Gasoline,,V-Shaped,295,,PORT+CHAMBER,,Manual,1st Row (Driver and Passenger),"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Toyota,Sienna,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1XKYAP8XAHJ171550,KENWORTH,KENWORTH TRUCK COMPANY,T680,2017,CHILLICOTHE,TRUCK ,UNITED STATES (USA),OHIO,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",,Not Applicable,Not Applicable,4x2,Air,6,12900,787.2062988,12.9,302.0085,Diesel,,In-Line,405,510,,PACCAR,,,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Kenworth,Medium/Heavy - CBE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1G1ZB5ST6JF243325,CHEVROLET,GENERAL MOTORS LLC,Malibu,2018,FAIRFAX,PASSENGER CAR,UNITED STATES (USA),KANSAS,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,4,1500,91.53561614,1.5,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,GMNA,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Chevrolet,Malibu/Malibu Maxx,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3GTP1UEA6BG177168,GMC,GENERAL MOTORS LLC,Sierra,2011,SILAO,TRUCK ,MEXICO,GUANAJUATO,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,4800,292.9139717,4.8,,Gasoline,,,,,"E85 MAX, IRON",,Manual,1st Row (Driver and Passenger),Light Pickup,GMC,"C, K, R, V-series pickup/     Sierra",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C4BJWDG1FL609895,JEEP,FCA US LLC,Wrangler,2015,TOLEDO,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),OHIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3600,219.6854787,3.6,,Gasoline,,,,,Sales Code: ERB,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
4T1BF1FK7EU817421,TOYOTA,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Camry,2014,GEORGETOWN,PASSENGER CAR,UNITED STATES (USA),KENTUCKY,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2500,152.5593602,2.5,199.8476,Gasoline,,In-Line,268,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Toyota,Camry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2C4RDGBG3KR547609,DODGE,FCA CANADA INC.,Grand Caravan,2019,WINDSOR,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,ONTARIO,Minivan,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,6,3600,219.6854787,3.6,211.0331,Gasoline,,V-Shaped,283,,,FCA,Manual,1st Row (Driver and Passenger),"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Dodge,Caravan/Grand Caravan,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C4PJLCB8FW631286,JEEP,FCA US LLC,Cherokee,2015,TOLEDO,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),OHIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,4,2400,146.4569858,2.4,,Gasoline,,,,,"Sales Code: ED3,ED6,ED7,ED8,EDD,EDE",,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C4NJPBB5FD359047,JEEP,FCA US LLC,Patriot,2015,BELVIDERE,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,4,2400,146.4569858,2.4,,Gasoline,,,,,"Sales Code: ED3,ED6,ED7,ED8,EDD,EDE",,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Jeep / Kaiser-Jeep / Willys- Jeep,Patriot,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3FAHP08119R101739,FORD,"FORD MOTOR COMPANY, MEXICO",Fusion,2009,HERMOSILLO,PASSENGER CAR,MEXICO,SONORA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,6,3000,183.0712323,3,164.7997,Gasoline,,V-Shaped,221,,4V,Ford,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Ford,Fusion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C4HJXFG0JW224784,JEEP,FCA US LLC,Wrangler,2018,TOLEDO,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),OHIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3600,219.6854787,3.6,212.5245,Gasoline,,V-Shaped,285,,,FCA,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5N1DR2MN3KC604910,NISSAN,"NISSAN NORTH AMERICA, INC.",Pathfinder,2019,SMYRNA,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TENNESSEE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,,,3500,213.5831043,3.5,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Nissan/Datsun,Pathfinder,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FAFP37N66W173414,FORD,"FORD MOTOR COMPANY, USA",Focus,2006,,PASSENGER CAR,UNITED STATES (USA),MICHIGAN,Hatchback/Liftback/Notchback,,Not Applicable,Not Applicable,Not Applicable,,,4,2000,122.0474882,2,96.941,Gasoline,Dual Overhead Cam (DOHC),In-Line,130,,,,Manual,1st Row (Driver and Passenger),5-door/4-door hatchback,Ford,Focus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1N4BL21E77N439771,NISSAN,"NISSAN NORTH AMERICA, INC.",Altima,2007,,PASSENGER CAR,UNITED STATES (USA),,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,6,3500,213.5831043,3.5,,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,,Nissan,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Nissan/Datsun,Altima,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
KL7CJKSB3LB056282,CHEVROLET,GENERAL MOTORS LLC,Trax,2020,BUPYEONG,MULTIPURPOSE PASSENGER VEHICLE (MPV),SOUTH KOREA,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,4,1400,85.43324173,1.4,,Gasoline,Dual Overhead Cam (DOHC),,,,,GME,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Chevrolet,Trax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1N4AL3AP8DC911714,NISSAN,"NISSAN NORTH AMERICA, INC.",Altima,2013,SMYRNA,PASSENGER CAR,UNITED STATES (USA),TENNESSEE,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2500,152.5593602,2.5,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Nissan/Datsun,Altima,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
WDDHH8JB3FB088989,MERCEDES-BENZ,MERCEDES-BENZ CARS,E-Class,2015,SINDELFINGEN,PASSENGER CAR,GERMANY,,Wagon,,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,6,3500,213.5831043,3.5,,Gasoline,,V-Shaped,,,,,Manual,1st Row (Driver and Passenger),Station Wagon (excluding van and truck based),Mercedes-Benz,E Class (97 on),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3C63RRML9LG102836,RAM,CHRYSLER DE MEXICO TOLUCA,3500,2020,SALTILLO,TRUCK ,MEXICO,COAHUILA,Pickup,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)",Mega,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,6700,408.8590854,6.7,,Diesel,,In-Line,,,,"Cummins, Inc.",Manual,,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",Dodge,"Medium/Heavy Pickup (pickup-style only – over 10,000 lbs)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3N1AB7AP8DL794163,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Sentra,2013,,PASSENGER CAR,MEXICO,,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1800,109.8427394,1.8,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Nissan/Datsun,Sentra,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C4NJRBB4GD614512,JEEP,FCA US LLC,Patriot,2016,BELVIDERE,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,4,2400,146.4569858,2.4,,Gasoline,,,,,"Sales Code : ED3,ED7,EDD,EDE,ED6,ED8",,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Jeep / Kaiser-Jeep / Willys- Jeep,Patriot,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FM5K7D89FGC12495,FORD,"FORD MOTOR COMPANY, USA",Explorer,2015,CHICAGO,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,,Hydraulic,6,3500,213.5831043,3.5,216.253,Gasoline,,V-Shaped,290,,Ti-VCT,Ford,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FTMF1CB8JKE51931,FORD,"FORD MOTOR COMPANY, USA",F-150,2018,KANSAS CITY,TRUCK ,UNITED STATES (USA),MISSOURI,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Regular,Not Applicable,Not Applicable,4x2,Hydraulic,6,3300,201.3783555,3.3,216.253,Gasoline,,V-Shaped,290,,,Ford,Manual,1st Row (Driver and Passenger),Light Pickup,Ford,F-Series pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C4SDHCT5EC974824,DODGE,FCA US LLC,Durango,2014,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,5700,347.8353413,5.7,,Gasoline,,,,,"Sales Code: EZC,EZH",,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Dodge,Durango (2004 on; see 402 for 1998-2003 models),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
WA1LFAFP7FA010673,AUDI,AUDI,Q5,2015,INGOLSTADT,MULTIPURPOSE PASSENGER VEHICLE (MPV),GERMANY,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,,,4,1984,121.0711083,1.984,164.054,Gasoline,,,220,,Fuel: Gas / E85 (50-St); Federal / California Emission Standard: BIN 5 / ULEV II; Emissions Certification Test Group: FVGAJ02.0AUF,Audi,,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Audi,Q5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5XXGT4L33LG385429,KIA,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Optima,2020,,PASSENGER CAR,UNITED STATES (USA),GEORGIA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,2400,146.4569858,2.4,137.9545,Gasoline,Dual Overhead Cam (DOHC),,185,,,KMC,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",KIA,Optima,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C4RJFAT4CC308016,JEEP,FCA US LLC,Grand Cherokee,2012,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,8,5700,347.8353413,5.7,,Gasoline,,,,,"Sales Code: EZC,EZE,EZH",,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5KJNAECK67PZ21866,WESTERN STAR,DAIMLER TRUCKS NORTH AMERICA LLC,4900,2007,PORTLAND,TRUCK ,UNITED STATES (USA),OREGON,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",MDHD: Conventional,Not Applicable,Not Applicable,8x4,Air,6,14000,854.3324173,14,246.081,Diesel,,In-Line,330,500,"horsepower: 330, 350, 365, 370, 370/430, 400, 430, 430/470, 430/500, 470, 500; displacement: 11.1 & 12.7L",Detroit,,,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Other Make,Western Star,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JA4AD3A35GZ019128,MITSUBISHI,MITSUBISHI MOTORS CORPORATION (MMC),Outlander,2016,OKAZAKI,MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,,2400,146.4569858,2.4,,Gasoline,Single Overhead Cam (SOHC),,,,,,Manual,1st Row (Driver and Passenger),Station Wagon (excluding van and truck based),Mitsubishi,"Outlander (For 2003-2018 only.  For model years 2019 on, see 52-404.)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5TBDT44154S434574,TOYOTA,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Tundra,2004,,TRUCK ,UNITED STATES (USA),INDIANA,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,8,4663,284.55,4.7,178.968,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,240,284,,Toyota,,,Light Pickup,Toyota,Tundra,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
WMWRF33526TG15784,MINI,BMW AG,Cooper Convertible,2006,OXFORD,PASSENGER CAR,UNITED KINGDOM (UK),,Convertible/Cabriolet,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",Not Applicable,Not Applicable,Not Applicable,,,4,,,,85.7555,,,,115,,,,Manual,1st Row (Driver and Passenger),"Convertible(excludes sun-roof,t-bar)",Other Import,Mini-Cooper,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FMCU0EG6AKD12848,FORD,"FORD MOTOR COMPANY, USA",Escape,2010,CLAYCOMO,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),MISSOURI,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,,Hydraulic,6,3000,183.0712323,3,178.968,Gasoline,,V-Shaped,240,,Displacement is 3.0L 4V.,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Ford,Escape,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JN8AT2MT4KW502266,NISSAN,"NISSAN MOTOR COMPANY, LTD",Rogue,2019,"KYUSHU PLANT, MIYAKO-GUN",MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,FUKUOKA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4x2,,,2500,152.5593602,2.5,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Nissan/Datsun,"Rogue (For 2019 on.  For model years 2008-2018, see 35-051.)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FM5K7D88HGC61478,FORD,"FORD MOTOR COMPANY, USA",Explorer,2017,CHICAGO,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,6,3500,213.5831043,3.5,216.253,Gasoline,,V-Shaped,290,,,Ford,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GCGSDEN7K1202545,CHEVROLET,GENERAL MOTORS LLC,Colorado,2019,WENTZVILLE,TRUCK ,UNITED STATES (USA),MISSOURI,Pickup,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4x2,,6,3600,219.6854787,3.6,,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,,,Manual,1st Row (Driver and Passenger),Light Pickup,Chevrolet,Colorado,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
WMWSU3C57DT549332,MINI,BMW AG,Hardtop,2013,OXFORD,PASSENGER CAR,UNITED KINGDOM (UK),,Hatchback/Liftback/Notchback,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,,,4,1597.73874,97.5,1.6,90.2297,Gasoline,,,121,,,,Manual,1st Row (Driver and Passenger),3-door/2-door hatchback,Other Import,Mini-Cooper,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1XP5DB9XX5D838685,PETERBILT,PETERBILT MOTORS COMPANY,379,2005,DENTON,TRUCK ,UNITED STATES (USA),TEXAS,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",MDHD: Conventional,Not Applicable,Not Applicable,6x4,Air,,,,,,,,,,,,,,,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Peterbilt,Medium/Heavy - CBE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5FNYF3H65BB004724,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Pilot,2011,LINCOLN,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),ALABAMA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,,6,3474.057568,212,3.474057568,186.425,Gasoline,Single Overhead Cam (SOHC),V-Shaped,250,,,,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Honda,Pilot,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2T3YF4DV3CW125590,TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,RAV4,2012,WOODSTOCK,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4x2,,4,2500,152.5593602,2.5,133.4803,Gasoline,,In-Line,179,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Toyota,RAV4 *,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
